Company Name,Ratings,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,Highly Rated for,Critical Rated for,Industry,Location
PlasmaGen Biosciences,3.7,126,658,6,1,6,,Job Security,"Company Culture, Promotions / Appraisal",Pharma,Bengaluru +10 other locations
PAVIT CERAMICS ( P),3.4,126,362,5,,8,,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",Building Material,Ahmedabad +24 other locations
Hager Electro,3.1,126,429,9,5,5,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Electrical Equipment,Pune +13 other locations
Techila Global Services,3.9,126,577,17,1,19,6,"Company Culture, Work Life Balance",Job Security,IT Services & Consulting,Pune +6 other locations
Siec Education,2.7,126,396,12,,1,,,"Promotions / Appraisal, Work Satisfaction, Job Security",Recruitment,New Delhi +11 other locations
Footprints Play School,3.3,126,458,9,26,4,,,"Promotions / Appraisal, Job Security, Work Satisfaction",Education & Training,New Delhi +17 other locations
P&R Infraprojects,3.7,126,344,3,,8,,Skill Development / Learning,Salary & Benefits,Engineering & Construction,Chandigarh +19 other locations
Tokai Rika Minda,3.5,126,501,8,,10,2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Semiconductors,Bengaluru +7 other locations
Jayabheri Automotives,3.9,126,374,4,12,8,,Work Life Balance,Promotions / Appraisal,Engineering & Construction,Visakhapatnam +7 other locations
Amplifon,3.9,126,413,8,,11,,"Salary & Benefits, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Medical Equipment,Gurugram +31 other locations
Minosha,4,126,525,5,,10,,"Work Life Balance, Company Culture, Salary & Benefits","Job Security, Promotions / Appraisal",Hardware & Networking,New Delhi +22 other locations
Nahar Spinning Mills,4.1,126,471,6,,11,,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Fashion & Textile,Ludhiana +7 other locations
Paramount Products,4.2,126,577,7,1,10,,"Skill Development / Learning, Salary & Benefits, Company Culture",,Import & Export,New Delhi +5 other locations
Jain Amar,3.1,126,408,7,1,6,6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Retail,Ludhiana +16 other locations
Dasnac,4.7,126,249,13,,2,,"Work Life Balance, Salary & Benefits, Company Culture",,Real Estate,New Delhi +2 other locations
Vhb Medi Sciences,3.3,126,547,9,,6,,,"Promotions / Appraisal, Company Culture, Job Security",Pharma,Rudrapur +10 other locations
Aapna Infotech,4.3,126,355,17,9,2,,"Company Culture, Work Life Balance, Skill Development / Learning",,IT Services & Consulting,New Delhi +3 other locations
Inspace Technologies,3.8,126,688,6,2,5,,,"Promotions / Appraisal, Salary & Benefits",Software Product,Chennai +15 other locations
Openview Technologies,3.3,126,608,10,6,6,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Pune +11 other locations
Growel Softech,2.6,126,681,5,,3,,,"Promotions / Appraisal, Job Security, Salary & Benefits",Recruitment,Pune +6 other locations
Indian Synthetic Rubber,4,126,541,5,1,22,,"Job Security, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning",Petrochemicals,Panipat +6 other locations
Geeklurn,3.6,126,131,5,,2,,,,EdTech,Bengaluru +4 other locations
THDC,4,126,357,7,,6,5,"Work Life Balance, Job Security, Company Culture",,Government,Dehradun +18 other locations
Sangam Dairy,4.1,125,427,10,4,3,,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Agriculture,Guntur +13 other locations
Performics,3.7,125,865,10,,8,,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",Marketing & Advertising,Mumbai +5 other locations
Flyweis Technology,4.3,125,70,9,,1,3,"Work Life Balance, Work Satisfaction, Job Security",,IT Services & Consulting,Noida +3 other locations
Genus Electrotech,3.5,125,518,5,5,13,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Semiconductors,Gandhidham +15 other locations
Dembla Valves,3.8,125,560,9,3,4,,Job Security,Promotions / Appraisal,Industrial Machinery,Mumbai +12 other locations
INFAC,3.8,125,533,4,,9,2,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Auto Components,Chennai +7 other locations
Integrated Cleanroom Technologies,4,125,508,2,,13,,"Job Security, Company Culture, Work Life Balance",,Facility Management Services,Hyderabad +8 other locations
Dentcare Dental Lab,3.8,126,472,11,6,11,,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Medical Equipment,Kochi +26 other locations
Sai Construction,3.4,125,635,8,4,3,,,"Salary & Benefits, Company Culture, Job Security",Engineering & Construction,Bengaluru +30 other locations
Marino Food Products,4,130,426,8,2,6,,Work Life Balance,Promotions / Appraisal,Food Processing,Hyderabad +38 other locations
Sahara India Financial Corporation,3.9,125,351,,,15,,,"Job Security, Promotions / Appraisal, Salary & Benefits",Financial Services,Lucknow +54 other locations
Vogo Automotive,4,125,619,7,,14,,,"Job Security, Promotions / Appraisal",Internet,Bengaluru +13 other locations
Ganga Medical Centre & Hospitals,4.2,125,435,9,,6,,"Skill Development / Learning, Work Satisfaction, Job Security",,Healthcare,Coimbatore +19 other locations
Envirocare Labs,3.9,125,387,20,1,2,,"Skill Development / Learning, Work Satisfaction, Job Security",,Clinical Research,Mumbai +7 other locations
NETPLUS Broadband Services,3.7,126,490,7,1,12,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Telecom,Ludhiana +15 other locations
Shri Ram ComSoft Pvt Ltd - SRCOMSOFT,3.1,125,352,7,,,7,,"Promotions / Appraisal, Salary & Benefits, Job Security",IT Services & Consulting,Jabalpur +4 other locations
Robinhood Insurance Broker Limited,3.7,125,513,5,17,17,,,"Promotions / Appraisal, Work Satisfaction",Insurance,Mumbai +22 other locations
Mahansaria Group,3.4,125,716,12,7,9,,,"Company Culture, Work Satisfaction, Promotions / Appraisal",Auto Components,Bharuch +10 other locations
The India Thermit Corporation,3.6,125,507,11,1,9,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Industrial Machinery,Kanpur +9 other locations
Intelegencia,3.3,125,730,11,5,6,,,"Promotions / Appraisal, Skill Development / Learning, Job Security",IT Services & Consulting,Noida +7 other locations
Dr. Rela Institute & Medical Centre,4.2,125,634,7,11,9,,"Company Culture, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Healthcare,Chennai +4 other locations
Axtel Industries,3.9,125,615,10,,13,,Job Security,Skill Development / Learning,Industrial Machinery,Vadodara +2 other locations
Pan Seeds,3.7,125,363,15,5,12,1,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",Agriculture,Kolkata +32 other locations
Starion India,3.6,125,510,7,,8,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Electronics Manufacturing,Pune +9 other locations
Abhijeet Group,3.9,125,531,9,,11,,"Work Satisfaction, Skill Development / Learning, Work Life Balance",,Power,Visakhapatnam +24 other locations
Valtech India Systems,3.9,126,1200,7,4,5,,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,IT Services & Consulting,Bengaluru +5 other locations
Conceptia Software Technologies,4.2,125,530,8,10,4,24,"Skill Development / Learning, Work Life Balance, Company Culture",,Defence & Aerospace,Bengaluru +9 other locations
Holcim Global Hub Business Services,4.2,125,298,13,1,1,2,"Work Life Balance, Company Culture, Skill Development / Learning",,IT Services & Consulting,Mumbai +4 other locations
Emonics,3.5,124,642,17,,4,,,"Job Security, Promotions / Appraisal, Company Culture",IT Services & Consulting,Noida +8 other locations
Smart IMS,3.9,125,778,29,13,5,,"Work Life Balance, Salary & Benefits, Company Culture",,IT Services & Consulting,Hyderabad +3 other locations
R-pac,3.3,125,605,9,1,9,,,"Promotions / Appraisal, Company Culture, Work Life Balance",Packaging,Mumbai +8 other locations
Cheers Interactive,3.1,125,495,9,,12,,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",Management Consulting,Mumbai +5 other locations
ISKCON,3.8,134,539,3,2,11,,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Non-Profit,Bengaluru +26 other locations
AKGVG & Associates,3.2,125,486,20,7,1,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Accounting & Auditing,New Delhi +3 other locations
T & T Infra,3.9,125,417,7,,7,,Skill Development / Learning,Promotions / Appraisal,Engineering & Construction,Pune +11 other locations
SATTRIX Information Security,2.9,125,502,14,,10,,,"Company Culture, Promotions / Appraisal, Salary & Benefits",IT Services & Consulting,Ahmedabad +11 other locations
Indian Institute of Science Education and Research,3.7,125,530,6,,18,,,"Job Security, Promotions / Appraisal, Company Culture",Analytics & KPO,Pune +15 other locations
Zieta Technologies,3.4,125,656,6,,9,,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",IT Services & Consulting,Bengaluru +8 other locations
Infrabeat Technologies,3.8,125,904,6,16,9,,,"Promotions / Appraisal, Company Culture, Job Security",IT Services & Consulting,Pune +6 other locations
Vandhana International,3.6,125,512,18,3,8,,Salary & Benefits,"Skill Development / Learning, Promotions / Appraisal, Work Life Balance",Railways,New Delhi +14 other locations
SAN Engineering & Locomotive,3.9,125,591,6,,13,,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Industrial Machinery,Bengaluru +10 other locations
Eaton Industrial Systems,4.4,125,420,5,,19,,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Industrial Machinery,Pune +11 other locations
Moolya Software Testing,3.2,125,863,25,15,19,,,"Promotions / Appraisal, Salary & Benefits, Job Security",IT Services & Consulting,Bengaluru +6 other locations
Paharpur 3P,4.2,125,509,10,2,10,,"Job Security, Company Culture, Work Life Balance",,Packaging,Ghaziabad +13 other locations
Jaypee Infratech,4.1,125,504,13,,7,,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Engineering & Construction,Noida +9 other locations
Dar Group,3.3,125,646,10,16,15,,Job Security,"Company Culture, Work Life Balance, Work Satisfaction",Architecture & Interior Design,Pune +11 other locations
Godrej Housing Finance,3.6,125,753,5,,4,,Salary & Benefits,"Work Satisfaction, Promotions / Appraisal, Work Life Balance",,Mumbai +22 other locations
Koso India,4.1,125,791,9,,6,,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,Industrial Automation,Nashik +4 other locations
Keya Foods International Private Limited,4,125,394,3,5,12,3,"Company Culture, Work Life Balance, Salary & Benefits",,FMCG,Mumbai +25 other locations
Tema India,4.1,125,575,2,7,9,2,"Job Security, Company Culture, Work Satisfaction",,Oil & Gas,Mumbai +11 other locations
Manali Petrochemicals,3.5,125,851,14,2,13,,,"Salary & Benefits, Company Culture, Promotions / Appraisal",Chemicals,Chennai +4 other locations
Amol Pharmaceuticals,4,125,461,4,,5,,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Pharma,Jaipur +4 other locations
Octillion Power Systems,4,126,585,14,6,2,1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Electronics Manufacturing,Pune +9 other locations
Eastman Cast & Forge,2.8,126,483,8,8,5,1,,"Promotions / Appraisal, Work Satisfaction, Company Culture",Industrial Machinery,Ludhiana +11 other locations
NJ Group,3.4,125,475,16,,3,1,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Surat +37 other locations
Oaknet Healthcare,3.7,124,364,6,,18,,,"Job Security, Company Culture, Work Satisfaction",Pharma,Mumbai +31 other locations
InnoEye Technologies,3.1,124,515,6,,11,,,"Work Life Balance, Company Culture, Work Satisfaction",IT Services & Consulting,Indore
Welcomhotel By ITC Hotels,4.2,124,232,6,,2,,"Work Life Balance, Company Culture, Job Security",,,New Delhi +26 other locations
Medgulf Construction Company,3.5,124,279,8,,7,,,"Promotions / Appraisal, Work Satisfaction, Company Culture",Engineering & Construction,Doha +8 other locations
R.k.industries,3.7,124,647,2,,5,,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Industrial Machinery,Chennai +35 other locations
Ashapurna Buildcon,3.6,124,213,7,19,4,1,,"Job Security, Promotions / Appraisal, Company Culture",Real Estate,Jodhpur +5 other locations
Object Frontier Software,3.8,124,1300,7,,18,,,"Company Culture, Job Security, Skill Development / Learning",IT Services & Consulting,Chennai +3 other locations
Choice International,3.3,124,919,11,,5,3,,"Promotions / Appraisal, Job Security, Salary & Benefits",,Mumbai +40 other locations
GetMyUni,3.4,124,596,17,7,7,,,"Promotions / Appraisal, Job Security, Salary & Benefits",Education & Training,Bengaluru +9 other locations
Bikayi,2.8,124,349,10,,21,5,,"Job Security, Work Satisfaction, Company Culture",Marketing & Advertising,Bengaluru +4 other locations
Forace Polymers,3.2,124,576,15,2,6,,,"Company Culture, Work Satisfaction, Job Security",Chemicals,Haridwar +7 other locations
Consolidated Analytics,4.1,125,476,19,6,2,13,"Company Culture, Work Satisfaction, Job Security",,Software Product,Chennai +1 other locations
Transcom India,2.5,127,572,16,,1,8,,"Promotions / Appraisal, Company Culture, Work Satisfaction",BPO,Gurugram +5 other locations
R.K Associates & Hoteliers,2.8,124,420,5,10,5,4,,"Company Culture, Job Security, Promotions / Appraisal",Facility Management Services,New Delhi +24 other locations
Great Champ Technology Limited,3,124,565,5,1,9,1,,"Job Security, Skill Development / Learning, Company Culture",EdTech,Noida +3 other locations
Xome,4.2,124,705,14,,30,,"Work Life Balance, Company Culture, Work Satisfaction",,Internet,Chennai +4 other locations
Gmr Aero Technic,4.2,124,495,3,,12,,"Job Security, Skill Development / Learning, Work Life Balance",,Aviation,Hyderabad +6 other locations
Bubugao Communication,4.2,124,313,2,,7,,"Company Culture, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",,Jaipur +28 other locations
Wicked Ride Adventures,4.1,124,641,1,,11,,"Company Culture, Work Life Balance, Skill Development / Learning",Job Security,Internet,Bengaluru +8 other locations
Continuum Global Solutions,3.6,124,574,10,4,8,,,"Promotions / Appraisal, Skill Development / Learning, Job Security",BPO,Indore +9 other locations
Eco Protection Engineers,4.2,124,542,11,1,9,1,"Work Life Balance, Work Satisfaction, Salary & Benefits",,Engineering & Construction,Chennai +20 other locations
Bizbox Publishing,2.9,124,367,12,1,6,,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",IT Services & Consulting,New Delhi +7 other locations
Esyasoft,4.3,124,267,41,,,6,"Company Culture, Work Satisfaction, Job Security",,Software Product,Bengaluru +20 other locations
Kewaunee Labway,4.2,124,666,4,1,14,,"Company Culture, Job Security, Salary & Benefits",Promotions / Appraisal,Furniture & Furnishing,Bengaluru +9 other locations
Sathya Agencies,4,124,359,5,,7,,"Job Security, Company Culture, Work Life Balance",,Consumer Electronics & Appliances,Chennai +53 other locations
Fourth Dimension Technologies,3.4,126,870,13,10,7,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",IT Services & Consulting,Chennai +11 other locations
Bijlipay,3.4,124,453,7,3,8,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",FinTech,Chennai +35 other locations
ClinChoice,3.8,124,561,14,2,13,,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Clinical Research,Bengaluru +2 other locations
Rentokil Initial,3.5,124,528,9,1,13,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Agro Chemicals,Mumbai +25 other locations
ProcDNA,4.1,124,367,68,48,1,111,"Company Culture, Skill Development / Learning, Job Security",,Management Consulting,Gurugram +4 other locations
Tranistics Data Technologies,3.4,124,532,6,,10,,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Software Product,Kolkata +4 other locations
ZaranTech,3.8,124,107,6,5,12,4,"Company Culture, Work Life Balance, Work Satisfaction",,Education & Training,Bengaluru +13 other locations
Xtranet Technologies,3.1,125,813,12,2,5,2,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",IT Services & Consulting,Bhopal +11 other locations
Computer Junction,3.8,124,461,5,3,7,6,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",IT Services & Consulting,New Delhi +10 other locations
Skillventory,3.9,124,406,10,7,12,,"Job Security, Work Life Balance, Company Culture",,,Indore +12 other locations
Amwaj Catering Services,3.8,124,207,7,,22,,,"Promotions / Appraisal, Job Security, Company Culture",Hospitality,Doha +12 other locations
KW Group,4,124,532,12,,4,1,"Salary & Benefits, Job Security",,Non-Profit,Ghaziabad +6 other locations
Bioworld Merchandising,3.4,124,633,2,3,9,,,"Company Culture, Work Satisfaction, Promotions / Appraisal",Retail,Gurugram +7 other locations
Cartrade.com,3.8,124,477,12,3,7,,Company Culture,Promotions / Appraisal,Internet,Mumbai +20 other locations
Edvoy,4.2,124,269,4,,59,4,"Work Life Balance, Salary & Benefits, Work Satisfaction",,,Chennai +6 other locations
Hellmann Worldwide Logistics,4,124,463,4,,11,,Work Life Balance,Promotions / Appraisal,Logistics,Chennai +15 other locations
ABS India,3.8,124,1300,12,1,4,,Job Security,"Promotions / Appraisal, Salary & Benefits",IT Services & Consulting,Bengaluru +21 other locations
Rama group,3.7,124,697,10,6,6,,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",Real Estate,Pune +19 other locations
AutomationEdge,2.7,124,955,17,22,4,,,"Job Security, Promotions / Appraisal, Salary & Benefits",IT Services & Consulting,Pune +1 other locations
MotivityLabs,3,124,1000,14,19,1,5,,"Job Security, Promotions / Appraisal, Work Satisfaction",IT Services & Consulting,Hyderabad +2 other locations
Believe Cosmetics,3.2,124,431,13,,5,,,"Job Security, Work Satisfaction, Promotions / Appraisal",,Bengaluru +21 other locations
Vi-son Industries,3.5,124,507,3,6,4,,,"Company Culture, Promotions / Appraisal, Salary & Benefits",Industrial Machinery,Pune +15 other locations
Nelson Global Products,3.4,124,599,12,,11,,,"Promotions / Appraisal, Company Culture, Work Life Balance",Industrial Machinery,Pune +12 other locations
HyTech Professionals,3.5,124,685,8,5,13,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Noida +3 other locations
GadgEon,4,124,1300,12,19,1,,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,IT Services & Consulting,Kochi +15 other locations
Supriya Lifescience,3.6,124,652,10,16,4,,,"Promotions / Appraisal, Work Satisfaction, Company Culture",Pharma,Chiplun +10 other locations
Keywords Studios,2.9,124,672,24,50,4,,,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",Gaming,Gurugram +5 other locations
Krishna Enterprises,4,124,848,8,,8,,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,Industrial Machinery,Faridabad +43 other locations
Apex Kidney Care,3.9,131,405,9,11,6,,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",Healthcare,Mumbai +18 other locations
Enrich Agro Food Products,3.6,125,576,9,,9,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",FMCG,Rohtak +6 other locations
Maaden Phosphate Company,4.3,123,293,11,,19,,"Salary & Benefits, Company Culture, Work Life Balance",,Metals & Mining,Chennai +10 other locations
Prayagh Nutri Products,4.1,123,404,7,,8,,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Food Processing,Hyderabad +29 other locations
Floating Numbers Digital Solutions,3.2,123,290,7,,28,8,,"Promotions / Appraisal, Salary & Benefits, Company Culture",IT Services & Consulting,Kolkata +3 other locations
Udaan Technologies,3.8,123,549,6,7,12,1,Salary & Benefits,"Job Security, Promotions / Appraisal",IT Services & Consulting,Bengaluru +34 other locations
Channel Soft,3.7,123,623,9,,5,,Salary & Benefits,"Promotions / Appraisal, Skill Development / Learning",IT Services & Consulting,Vijayawada +3 other locations
Adamas University,2.9,123,440,14,,7,1,,"Promotions / Appraisal, Work Satisfaction, Job Security",Education & Training,Kolkata +4 other locations
Gromax Agri Equipment,3.7,123,470,7,,10,,Salary & Benefits,"Promotions / Appraisal, Skill Development / Learning",Automobile,Vadodara +21 other locations
D&H Sécheron Electrodes,3.9,123,430,12,,5,,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Industrial Machinery,Indore +26 other locations
Ftcash,4.1,124,541,8,,10,,"Work Life Balance, Company Culture, Salary & Benefits","Job Security, Promotions / Appraisal",FinTech,Mumbai +9 other locations
Celebrity Cruises,4.1,123,146,4,,9,,"Salary & Benefits, Company Culture, Work Satisfaction",,Travel & Tourism,Mumbai +7 other locations
Indira Gandhi National Open University,4.2,123,291,4,,9,,"Work Life Balance, Company Culture, Work Satisfaction",,Education & Training,New Delhi +40 other locations
TeamLease Staffing Solutions,3.4,123,928,11,,16,,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",Internet,Bengaluru +34 other locations
Suzlon Gujarat Wind Park,4.6,123,330,9,,25,,"Company Culture, Skill Development / Learning, Work Life Balance",,Power,Bhuj +23 other locations
Chetak Enterprises,4.3,123,434,,,14,,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Engineering & Construction,Mumbai +22 other locations
GO MO Group AB,4.1,123,199,9,1,34,,"Skill Development / Learning, Company Culture, Work Satisfaction",,Marketing & Advertising,Pune
Radiant Guard Services Pvt. Ltd. - India,4.9,123,85,23,,1,12,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,Law Enforcement & Security,Pune +14 other locations
Maharishi Ayurveda Products,3.6,123,432,3,9,2,7,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Pharma,Noida +15 other locations
Indore Composite,3.9,123,639,6,,7,,"Work Life Balance, Company Culture, Job Security",,Telecom,Mumbai +7 other locations
Aryan International,3.2,123,632,4,,3,,,"Promotions / Appraisal, Job Security, Company Culture",,Mumbai +29 other locations
DDRC Agilus Diagnostics,3.8,123,409,7,,7,1,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,Kochi +15 other locations
INFOCRUNCH ANALYTICS,3.2,123,363,9,1,10,,,"Job Security, Promotions / Appraisal, Work Life Balance",Analytics & KPO,New Delhi +12 other locations
Gm Infinite Dwelling,3.1,123,437,4,1,7,,,"Skill Development / Learning, Job Security, Promotions / Appraisal",Real Estate,Bengaluru +2 other locations
Maire Tecnimont,4.1,123,581,10,,12,,"Job Security, Salary & Benefits",,Engineering & Construction,Mumbai +12 other locations
Mtandt,3.8,123,631,8,6,15,,Work Life Balance,Promotions / Appraisal,Industrial Machinery,Chennai +13 other locations
Ethos,3,123,721,15,30,6,,,"Promotions / Appraisal, Company Culture, Work Life Balance",Metals & Mining,New Delhi +20 other locations
Oremus Corporate Services,3.8,123,608,7,23,8,,"Job Security, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",Financial Services,Hyderabad +3 other locations
Acent High Soft Technologies,4.9,123,87,4,,3,,"Work Satisfaction, Job Security, Company Culture",,Recruitment,Noida +4 other locations
Express Housekeeper,3.7,123,377,4,,11,,,"Promotions / Appraisal, Salary & Benefits, Job Security",Facility Management Services,Kolkata +21 other locations
Paytm Mall,3.6,123,896,7,,17,,,"Job Security, Promotions / Appraisal, Company Culture",Internet,Noida +24 other locations
Encalm Hospitality,4,140,511,15,14,1,9,"Work Life Balance, Job Security, Company Culture",,,New Delhi +7 other locations
Clinic Dermatech,3.1,123,432,2,10,7,,,"Job Security, Promotions / Appraisal, Salary & Benefits",Beauty & Personal Care,New Delhi +14 other locations
Cello,3.6,123,464,6,,9,,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",Retail,Mumbai +23 other locations
Intact Green Services,3.1,123,1000,16,6,9,,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",Urban Transport,Bengaluru +13 other locations
Sud Chemie,4.5,123,550,5,,16,,"Work Life Balance, Job Security, Salary & Benefits",,Chemicals,Vadodara +5 other locations
Foodlink F&B Holdings,4.1,123,560,5,8,25,9,"Salary & Benefits, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Hospitality,Mumbai +13 other locations
Volansys Technologies,3.1,123,1100,14,,9,2,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",IT Services & Consulting,Ahmedabad +4 other locations
Srinivasa Farms,3.7,123,547,8,11,14,,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",Food Processing,Hyderabad +15 other locations
Honeywell Building Solutions,3.7,123,810,7,,5,,,"Promotions / Appraisal, Work Satisfaction",Engineering & Construction,Pune +23 other locations
Galacon Infrastructure and Projects,3.3,123,259,8,2,4,,,"Job Security, Promotions / Appraisal, Salary & Benefits",Engineering & Construction,Hyderabad +13 other locations
Defsys Solutions,3.8,123,650,9,5,14,,Work Life Balance,"Job Security, Promotions / Appraisal",Defence & Aerospace,Gurugram +7 other locations
Full Creative,3.4,123,1000,45,5,14,3,Skill Development / Learning,"Job Security, Promotions / Appraisal, Work Satisfaction",Software Product,Chennai +5 other locations
ShipBob,3.9,123,384,32,16,2,6,"Company Culture, Salary & Benefits, Work Life Balance",,Logistics,New Delhi +2 other locations
BL Lifesciences,3.1,123,457,9,1,9,,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Medical Equipment,New Delhi +14 other locations
Novigo Solutions,3.9,123,1200,19,1,3,,"Company Culture, Work Life Balance, Work Satisfaction",,IT Services & Consulting,Mangaluru +8 other locations
SJS Enterprises,3.9,123,615,11,,6,,"Skill Development / Learning, Work Life Balance, Job Security",Promotions / Appraisal,Auto Components,Bengaluru +6 other locations
Local Company,3.9,123,2200,13,,7,,"Company Culture, Work Life Balance, Work Satisfaction",,Real Estate,New Delhi +50 other locations
Seneca Global IT Services,4.1,123,860,11,8,10,,"Company Culture, Work Life Balance, Work Satisfaction",,IT Services & Consulting,Hyderabad +1 other locations
Multi Organics,3,123,572,12,7,15,,,"Company Culture, Work Life Balance, Work Satisfaction",Chemicals,Chandrapur +5 other locations
Frog CellSat,3.9,123,456,13,3,9,,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Design,Noida +15 other locations
Funskool India,3.9,123,659,6,,6,1,Job Security,"Promotions / Appraisal, Salary & Benefits",Other,Chennai +15 other locations
Modern Informatics,3.7,123,499,11,7,6,,,"Promotions / Appraisal, Job Security",IT Services & Consulting,Mumbai +21 other locations
SIMA Labs,3.9,123,494,5,3,6,,Work Life Balance,Promotions / Appraisal,Waste Management,New Delhi +13 other locations
NGRT Systems Private Limited,3.5,123,338,10,12,6,3,,"Promotions / Appraisal, Company Culture, Work Life Balance",Retail,Nagpur +11 other locations
Nikon,3.8,123,447,6,,14,1,Job Security,"Promotions / Appraisal, Company Culture, Skill Development / Learning",Consumer Electronics & Appliances,Gurugram +27 other locations
Sigma Corporation India,4,123,708,7,2,12,,"Work Life Balance, Job Security, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning",Auto Components,Gurugram +11 other locations
JBM Neel Metal,3.9,123,381,8,,,5,"Job Security, Skill Development / Learning",Promotions / Appraisal,Auto Components,Gurugram +21 other locations
Autobahn Trucking Corporation,4.2,131,545,14,49,1,,"Company Culture, Job Security, Work Life Balance",,Automobile,Pune +20 other locations
QR Crypher,4.2,123,9,2,,1,,"Company Culture, Work Life Balance, Work Satisfaction",,Software Product,Chennai +4 other locations
AL JABER GROUP,3.2,123,244,7,,18,,,"Company Culture, Promotions / Appraisal, Skill Development / Learning",Engineering & Construction,Abu Dhabi +13 other locations
Smarter BIZ Technologies,3.1,122,321,14,,12,,,"Job Security, Promotions / Appraisal, Salary & Benefits",IT Services & Consulting,Bengaluru +14 other locations
Comed Chemicals,3.5,122,456,13,,6,,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Pharma,Vadodara +22 other locations
DANA Graziano India,4.2,125,509,10,,11,1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,,Ahmedabad +12 other locations
Swami Rama Himalayan University,3.9,123,363,7,5,11,,Job Security,"Promotions / Appraisal, Company Culture",Education & Training,Dehradun +7 other locations
